Year,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2023,Stonnington,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),84
2023,Stonnington,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,257
2023,Stonnington,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,299
2023,Stonnington,2 Community,21 Education,211 School,39
2023,Stonnington,2 Community,21 Education,212 School Grounds,7
2023,Stonnington,2 Community,21 Education,213 Other Educational,4
2023,Stonnington,2 Community,22 Health,221 Hospital,15
2023,Stonnington,2 Community,22 Health,222 Medical Centre,17
2023,Stonnington,2 Community,22 Health,223 Dental,4
2023,Stonnington,2 Community,22 Health,224 Other Health,19
2023,Stonnington,2 Community,23 Religious,231 Church,10
2023,Stonnington,2 Community,24 Public Transport,241 Train,14
2023,Stonnington,2 Community,24 Public Transport,2410 Rail Track,1
2023,Stonnington,2 Community,24 Public Transport,242 Train Station,148
2023,Stonnington,2 Community,24 Public Transport,243 Railway Carpark,25
2023,Stonnington,2 Community,24 Public Transport,244 Tram/Tram Stop,14
2023,Stonnington,2 Community,24 Public Transport,245 Bus/Bus Stop,11
2023,Stonnington,2 Community,24 Public Transport,249 Taxi,13
2023,Stonnington,2 Community,25 Other Transport,251 Private Car,9
2023,Stonnington,2 Community,25 Other Transport,253 Boat,1
2023,Stonnington,2 Community,25 Other Transport,255 Carpark (Single Level),152
2023,Stonnington,2 Community,25 Other Transport,256 Carpark (Multi Level),110
2023,Stonnington,2 Community,25 Other Transport,257 Other Transport Type/Area,17
2023,Stonnington,2 Community,26 Justice,261 Police Station,72
2023,Stonnington,2 Community,26 Justice,262 Court,1
2023,Stonnington,2 Community,26 Justice,265 Other Justice Facility,3
2023,Stonnington,2 Community,27 Open Space,271 Parkland/Reserve,46
2023,Stonnington,2 Community,27 Open Space,275 Other Open Space,22
2023,Stonnington,2 Community,28 Street/footpath,281 Street/Lane/Footpath,2886
2023,Stonnington,2 Community,29 Other community location,292 Civic Centre,7
2023,Stonnington,2 Community,29 Other community location,293 Gallery,1
2023,Stonnington,2 Community,29 Other community location,294 Car Wash,2
2023,Stonnington,3 Other,31 Admin/professional,311 Business Office,68
2023,Stonnington,3 Other,31 Admin/professional,312 Other Admin/Professional,31
2023,Stonnington,3 Other,32 Financial,321 Bank,33
2023,Stonnington,3 Other,32 Financial,323 ATM/Eftpos,8
2023,Stonnington,3 Other,32 Financial,324 Other Financial,5
2023,Stonnington,3 Other,33 Retail,331 Chemist/Pharmacy,31
2023,Stonnington,3 Other,33 Retail,3310 24Hr Convenience,77
2023,Stonnington,3 Other,33 Retail,3311 Restaurant/Fastfood,257
2023,Stonnington,3 Other,33 Retail,3312 Other Retail,622
2023,Stonnington,3 Other,33 Retail,332 Service Station,194
2023,Stonnington,3 Other,33 Retail,333 Jeweller,8
2023,Stonnington,3 Other,33 Retail,334 2nd Hand Dealer,9
2023,Stonnington,3 Other,33 Retail,335 Supermarket,216
2023,Stonnington,3 Other,33 Retail,336 Department Store,129
2023,Stonnington,3 Other,33 Retail,337 Shopping Complex,544
2023,Stonnington,3 Other,33 Retail,338 Car Sales Yard,9
2023,Stonnington,3 Other,33 Retail,339 Milkbar,3
2023,Stonnington,3 Other,34 Wholesale,341 Any Wholesale,12
2023,Stonnington,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2023,Stonnington,3 Other,36 Manufacturing,361 Factory,2
2023,Stonnington,3 Other,38 Recreational,381 Licensed Premises,474
2023,Stonnington,3 Other,38 Recreational,382 Tab,1
2023,Stonnington,3 Other,38 Recreational,383 Cinema,2
2023,Stonnington,3 Other,38 Recreational,384 Sport Area/Facility,24
2023,Stonnington,3 Other,38 Recreational,385 Gaming Venue,20
2023,Stonnington,3 Other,38 Recreational,386 Other Rec./Sports,38
2023,Stonnington,3 Other,38 Recreational,387 Gym/Fitness,11
2023,Stonnington,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2023,Stonnington,3 Other,39 Other location,392 Other Location (Not Elsewhere),108
2023,Stonnington,3 Other,39 Other location,393 Construction Site,21
2023,Stonnington,3 Other,39 Other location,394 Veterinary Clinic,2
2023,Strathbogie,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,5
2023,Strathbogie,1 Residential,11 Dwelling - private,112 House,205
2023,Strathbogie,1 Residential,11 Dwelling - private,113 Bungalow,2
2023,Strathbogie,1 Residential,11 Dwelling - private,117 Farm House,10
2023,Strathbogie,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2023,Strathbogie,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2023,Strathbogie,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2023,Strathbogie,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,1310 Farm Building,9
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,132 Backyard,6
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,133 Frontyard,10
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,134 Garage,6
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,135 Shed,10
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,18
2023,Strathbogie,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2023,Strathbogie,2 Community,21 Education,211 School,5
2023,Strathbogie,2 Community,21 Education,212 School Grounds,1
2023,Strathbogie,2 Community,22 Health,222 Medical Centre,1
2023,Strathbogie,2 Community,22 Health,224 Other Health,1
2023,Strathbogie,2 Community,23 Religious,231 Church,1
2023,Strathbogie,2 Community,24 Public Transport,242 Train Station,1
2023,Strathbogie,2 Community,24 Public Transport,243 Railway Carpark,2
2023,Strathbogie,2 Community,25 Other Transport,251 Private Car,1
2023,Strathbogie,2 Community,25 Other Transport,253 Boat,1
2023,Strathbogie,2 Community,25 Other Transport,255 Carpark (Single Level),4
2023,Strathbogie,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2023,Strathbogie,2 Community,27 Open Space,271 Parkland/Reserve,3
2023,Strathbogie,2 Community,27 Open Space,272 Rural,1
2023,Strathbogie,2 Community,27 Open Space,275 Other Open Space,8
2023,Strathbogie,2 Community,28 Street/footpath,281 Street/Lane/Footpath,69
2023,Strathbogie,2 Community,29 Other community location,291 Cemetery,1
2023,Strathbogie,2 Community,29 Other community location,292 Civic Centre,1
2023,Strathbogie,3 Other,31 Admin/professional,311 Business Office,3
2023,Strathbogie,3 Other,32 Financial,323 ATM/Eftpos,1
2023,Strathbogie,3 Other,33 Retail,3310 24Hr Convenience,2
2023,Strathbogie,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2023,Strathbogie,3 Other,33 Retail,3312 Other Retail,6
2023,Strathbogie,3 Other,33 Retail,332 Service Station,32
2023,Strathbogie,3 Other,33 Retail,335 Supermarket,12
2023,Strathbogie,3 Other,33 Retail,336 Department Store,1
2023,Strathbogie,3 Other,36 Manufacturing,361 Factory,1
2023,Strathbogie,3 Other,36 Manufacturing,362 Any Manufacturing,1
2023,Strathbogie,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2023,Strathbogie,3 Other,37 Agricultural,373 Other Agricultural,1
2023,Strathbogie,3 Other,38 Recreational,381 Licensed Premises,8
2023,Strathbogie,3 Other,38 Recreational,384 Sport Area/Facility,3
2023,Strathbogie,3 Other,39 Other location,392 Other Location (Not Elsewhere),1
2023,Strathbogie,3 Other,39 Other location,393 Construction Site,6
2023,Surf Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,17
2023,Surf Coast,1 Residential,11 Dwelling - private,112 House,360
2023,Surf Coast,1 Residential,11 Dwelling - private,113 Bungalow,7
2023,Surf Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2023,Surf Coast,1 Residential,11 Dwelling - private,117 Farm House,3
2023,Surf Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,15
2023,Surf Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2023,Surf Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,8
2023,Surf Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,9
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,33
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,134 Garage,4
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,135 Shed,5
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,16
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),4
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,57
2023,Surf Coast,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2023,Surf Coast,2 Community,21 Education,211 School,17
2023,Surf Coast,2 Community,21 Education,212 School Grounds,6
2023,Surf Coast,2 Community,21 Education,213 Other Educational,1
2023,Surf Coast,2 Community,22 Health,224 Other Health,3
2023,Surf Coast,2 Community,23 Religious,231 Church,3
2023,Surf Coast,2 Community,23 Religious,232 Other religious,4
2023,Surf Coast,2 Community,24 Public Transport,242 Train Station,2
2023,Surf Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2023,Surf Coast,2 Community,25 Other Transport,255 Carpark (Single Level),19
2023,Surf Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2023,Surf Coast,2 Community,26 Justice,262 Court,1
2023,Surf Coast,2 Community,27 Open Space,271 Parkland/Reserve,20
2023,Surf Coast,2 Community,27 Open Space,272 Rural,3
2023,Surf Coast,2 Community,27 Open Space,273 Vacant Block,1
2023,Surf Coast,2 Community,27 Open Space,274 Beach Foreshore,29
2023,Surf Coast,2 Community,27 Open Space,275 Other Open Space,13
2023,Surf Coast,2 Community,27 Open Space,276 Beach Car Park,15
2023,Surf Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,137
2023,Surf Coast,3 Other,31 Admin/professional,311 Business Office,3
2023,Surf Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2023,Surf Coast,3 Other,32 Financial,323 ATM/Eftpos,1
2023,Surf Coast,3 Other,33 Retail,331 Chemist/Pharmacy,2
2023,Surf Coast,3 Other,33 Retail,3310 24Hr Convenience,1
2023,Surf Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,18
2023,Surf Coast,3 Other,33 Retail,3312 Other Retail,14
2023,Surf Coast,3 Other,33 Retail,332 Service Station,15
2023,Surf Coast,3 Other,33 Retail,335 Supermarket,21
2023,Surf Coast,3 Other,33 Retail,336 Department Store,5
2023,Surf Coast,3 Other,33 Retail,337 Shopping Complex,10
2023,Surf Coast,3 Other,33 Retail,339 Milkbar,1
2023,Surf Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2023,Surf Coast,3 Other,36 Manufacturing,361 Factory,1
2023,Surf Coast,3 Other,36 Manufacturing,362 Any Manufacturing,2
2023,Surf Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,7
2023,Surf Coast,3 Other,37 Agricultural,373 Other Agricultural,2
2023,Surf Coast,3 Other,38 Recreational,381 Licensed Premises,37
2023,Surf Coast,3 Other,38 Recreational,384 Sport Area/Facility,3
2023,Surf Coast,3 Other,38 Recreational,385 Gaming Venue,3
2023,Surf Coast,3 Other,38 Recreational,386 Other Rec./Sports,8
2023,Surf Coast,3 Other,38 Recreational,387 Gym/Fitness,10
2023,Surf Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),14
2023,Surf Coast,3 Other,39 Other location,393 Construction Site,6
2023,Surf Coast,3 Other,39 Other location,394 Veterinary Clinic,2
2023,Swan Hill,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,82
2023,Swan Hill,1 Residential,11 Dwelling - private,112 House,964
2023,Swan Hill,1 Residential,11 Dwelling - private,113 Bungalow,3
2023,Swan Hill,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2023,Swan Hill,1 Residential,11 Dwelling - private,116 Ministry Of Housing,6
2023,Swan Hill,1 Residential,11 Dwelling - private,117 Farm House,11
2023,Swan Hill,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2023,Swan Hill,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2023,Swan Hill,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2023,Swan Hill,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,10
2023,Swan Hill,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,15
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,1310 Farm Building,12
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,132 Backyard,25
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,133 Frontyard,33
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,134 Garage,5
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,135 Shed,23
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),9
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,24
2023,Swan Hill,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2023,Swan Hill,2 Community,21 Education,211 School,14
2023,Swan Hill,2 Community,21 Education,212 School Grounds,4
2023,Swan Hill,2 Community,21 Education,213 Other Educational,1
2023,Swan Hill,2 Community,22 Health,221 Hospital,8
2023,Swan Hill,2 Community,22 Health,224 Other Health,3
2023,Swan Hill,2 Community,23 Religious,231 Church,2
2023,Swan Hill,2 Community,24 Public Transport,242 Train Station,2
2023,Swan Hill,2 Community,24 Public Transport,245 Bus/Bus Stop,6
2023,Swan Hill,2 Community,24 Public Transport,246 Depot/Terminal,1
2023,Swan Hill,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2023,Swan Hill,2 Community,25 Other Transport,251 Private Car,4
2023,Swan Hill,2 Community,25 Other Transport,252 Airfield,1
2023,Swan Hill,2 Community,25 Other Transport,253 Boat,1
2023,Swan Hill,2 Community,25 Other Transport,255 Carpark (Single Level),13
2023,Swan Hill,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2023,Swan Hill,2 Community,26 Justice,261 Police Station,37
2023,Swan Hill,2 Community,26 Justice,262 Court,56
2023,Swan Hill,2 Community,27 Open Space,271 Parkland/Reserve,23
2023,Swan Hill,2 Community,27 Open Space,272 Rural,3
2023,Swan Hill,2 Community,27 Open Space,273 Vacant Block,1
2023,Swan Hill,2 Community,27 Open Space,275 Other Open Space,10
2023,Swan Hill,2 Community,28 Street/footpath,281 Street/Lane/Footpath,299
2023,Swan Hill,2 Community,29 Other community location,291 Cemetery,1
2023,Swan Hill,2 Community,29 Other community location,292 Civic Centre,5
2023,Swan Hill,3 Other,31 Admin/professional,311 Business Office,9
2023,Swan Hill,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2023,Swan Hill,3 Other,32 Financial,321 Bank,4
2023,Swan Hill,3 Other,32 Financial,322 Credit Society,1
2023,Swan Hill,3 Other,33 Retail,3311 Restaurant/Fastfood,16
2023,Swan Hill,3 Other,33 Retail,3312 Other Retail,48
2023,Swan Hill,3 Other,33 Retail,332 Service Station,21
2023,Swan Hill,3 Other,33 Retail,335 Supermarket,48
2023,Swan Hill,3 Other,33 Retail,336 Department Store,19
2023,Swan Hill,3 Other,33 Retail,337 Shopping Complex,20
2023,Swan Hill,3 Other,33 Retail,338 Car Sales Yard,3
2023,Swan Hill,3 Other,33 Retail,339 Milkbar,1
2023,Swan Hill,3 Other,34 Wholesale,341 Any Wholesale,2
2023,Swan Hill,3 Other,35 Warehousing/storage,351 Warehousing/Storage,4
2023,Swan Hill,3 Other,36 Manufacturing,361 Factory,1
2023,Swan Hill,3 Other,36 Manufacturing,362 Any Manufacturing,2
2023,Swan Hill,3 Other,37 Agricultural,371 Farmland/Agricultural,21
2023,Swan Hill,3 Other,37 Agricultural,372 Orchard,1
2023,Swan Hill,3 Other,37 Agricultural,373 Other Agricultural,3
2023,Swan Hill,3 Other,38 Recreational,381 Licensed Premises,58
2023,Swan Hill,3 Other,38 Recreational,384 Sport Area/Facility,6
2023,Swan Hill,3 Other,38 Recreational,385 Gaming Venue,2
2023,Swan Hill,3 Other,38 Recreational,386 Other Rec./Sports,7
2023,Swan Hill,3 Other,38 Recreational,387 Gym/Fitness,4
2023,Swan Hill,3 Other,39 Other location,392 Other Location (Not Elsewhere),12
2023,Towong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,5
2023,Towong,1 Residential,11 Dwelling - private,112 House,73
2023,Towong,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2023,Towong,1 Residential,11 Dwelling - private,117 Farm House,5
2023,Towong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,2
2023,Towong,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2023,Towong,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2023,Towong,1 Residential,13 Grounds/surrounding land,132 Backyard,3
2023,Towong,1 Residential,13 Grounds/surrounding land,133 Frontyard,4
2023,Towong,1 Residential,13 Grounds/surrounding land,135 Shed,1
2023,Towong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,4
2023,Towong,2 Community,21 Education,211 School,8
2023,Towong,2 Community,21 Education,212 School Grounds,1
2023,Towong,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2023,Towong,2 Community,25 Other Transport,255 Carpark (Single Level),2
